Image Name,Description,File Name,Extracted Text
13874.png,a group of young girls in brightly colored headscarves,13874.png,[bam the [burta Vou mUSU [be fucking joking
13875.png,a group of men sitting in a crowd,13875.png,see a cat let's get it for lunch
13876.png,a car parked in front of a restaurant,13876.png,Wenous Dds can iget an order of savage With n0 chili please
13890.png,a woman is in a washing machine,13890.png,Wen this said it [vould be dry LJl this wasn 7 what i expected
13894.png,a cat with a red bow on its neck,13894.png,pulling bbows @m Vouf peu
13895.png,a woman is sitting on a toilet and pointing at the camera,13895.png,[s time for america to flush this &ud 27
13902.png,a man in a suit and tie is speaking into a microphone,13902.png,will never be assassinated because aIl the crazy white tras people withh guns are Iy biggest fans!
13906.png,a group of people posing for a picture,13906.png,Hennessy VS the results of putting a Henn StarbuckS tennessv VS Gq Gq anes Hennes next t0 an outdoor 50 basketball court
13907.png,a man with a hat and a gun,13907.png,mewMsbbing sclboo]
13924.png,a woman sitting on a couch with her head in her hands,13924.png,asked him t0 see things fzon mpoin oivew he just Iooked at his computer
13945.png,a crowd of people sitting in chairs watching a man on stage,13945.png,looking for attention? join uS
13958.png,a woman sitting at a desk talking on a phone,13958.png,like a book on suicidez uck offz vou womFt Dcing itback'
13960.png,a man in a suit and tie is sitting on a chair,13960.png,we want sharia Iaw  well__ go home
13962.png,"a man in a car with the words, what is the driver?",13962.png,dishwasher is brokem? Sllap [er & few Uiimes
13964.png,two characters dressed as dragon and gohan,13964.png,mpt Uhis ist t evem miptv: VRIE T E Ueuo bEetAlOunG D E Mp MR Mkit miptv Ron Wearrk 3 MV final form Goo lrle VrIe Mooson niptv VARIEn; mipty Ge4o miptv ELata
13968.png,three men with no shirt on,13968.png,dhbe ear us Qalfng .p @gom (he ulT shig and] @ahing [ack wat was stolen Erou uS
13970.png,a man in a suit and tie is giving a speech,13970.png,the Iie detector test determined that was a Iie
13976.png,a man with a white shirt and a white shirt,13976.png,this is whynoone likes black people
13986.png,a woman with a smile on her face,13986.png,this one time at camp pe S0 baked g08=
14026.png,a man in a suit and tie smiling,14026.png,told girlfriend that mom is deaf sO speak loud and slow told mom tlbat girlfriend is retarded
14028.png,a man in a yellow jacket,14028.png,"i1 a11 evolved monkey 011 a cartoon hall; nasa told me, itS science bruhl"
14037.png,a snake with its tongue sticking out in the grass,14037.png,radical musiims are snakes moderate muslims are the grass they hide in
14038.png,a man and woman are looking at each other people,14038.png,"hhollocaust jokes arent UDmy amne frankly, i'm getting tired of them"
14052.png,a picture of a cemetery with a flag and a tombstone,14052.png,this is racist but uis [S m0432222
14059.png,a man wearing a helmet with a helmet on,14059.png,when the school shooter fires at the retarded kidz butit ricochets off of his helmet and kills the shooter
14067.png,a man in a suit and tie is standing on a stage,14067.png,when i see MV girlfriend at any time of the day doing anything at all vou're breathtaking
14072.png,a man in a suit and tie is talking to another man,14072.png,"dlurtbg serl suddenly stopped and dlidbdg moue she: ""what are vou doing? me: ""hush bitch; seen this on pornhub; its called buffering"
14078.png,a man with glasses and a hat on,14078.png,white people just nastyup
14079.png,a kitten is looking over a fence,14079.png,"dear single girls, please stop) saving VOU should give up) and get a cat if n0 mam Wants Vou, please don't force an [mnocent cat t0 live with vou:"
14082.png,a man is praying in the shade,14082.png,face down; aSS Up; Nejs that's the wav we [like allah
14083.png,a man is dancing in the street at night,14083.png,rabiyhlvikshsilsalma
14086.png,a group of men standing in a room with their hands up,14086.png,if this is what they call pridlez then don't wanna see what they call shame
14087.png,a man in a black coat and red tie,14087.png,SO [bemt [hfm over [ike This and i madle sure he felt the [ord inside him
14092.png,a pizza with a flag on it and a picture of a pizza,14092.png,Qineapple on pizza in 'front ofa confederate flag [et's see how many people wecanget pvissed off _
14096.png,a man with a beard and a suit,14096.png,is it just me IS NO TStaL Vto MSS Der or do idiots muluply quicker than normal people?
14097.png,a police officer is talking to a man in a car,14097.png,do vou have any idea how fast vOu were going
14236.png,"a woman with her mouth open and the words, when you ' re, you ' re, you",14236.png,whempou @oldper gouwas gofg @o fuck [her @Ilshe WaS Suupid] z shhe dlidlFz [beliete vou mowshes [ihezz
14238.png,a man with a long beard and a long beard,14238.png,moStreligious are rreligions of peace
14239.png,"a car with the words, ' i ' m c o ' t ' s up '",14239.png,cammed corvette starts Up) mustang pisses itslef
14259.png,a man in a suit and tie pointing at the camera,14259.png,@e [s provfing goq domFi have to be poor to be trash
14260.png,a dog looking up at a mountain with a sky background,14260.png,@ber vou step 0n a lego Ou [jour Oroud joreh
14263.png,a gorilla sitting on a rock,14263.png,1for english and 2 for sQanish? what do i press t0 speak t0 a gorllla
14267.png,a man with a beard and a black shirt,14267.png,Wien VOU heat UIJ a black kid and get arrested for propriety dlamage
14268.png,a young boy sleeping on a shelf with a book,14268.png,gou've heard of elf on a sheld; 10 nOw get ready for
14275.png,a white dog with a black background,14275.png,i have 72 nukes aimed at israel if these damn _ 'wS dlon't stop pretending to be white i will wipe israel Off the fucking mnap
14276.png,two little girls looking at each other one,14276.png,vou think vour day was bad? these U170 didlmFt get_ accepted t0 the Same college
14278.png,two pictures of people working in a field,14278.png,"(hbe real racists 1863 democrats: without slaves wlo will nick OTF Crops? 2017 democrats: without illegals, who will nick our crons?"
14283.png,a person cutting meat on a wooden cutting board,14283.png,for just ten cents a day VOU can have delicious hand jerky
14296.png,a man in a suit and tie sitting at a table,14296.png,"what part of ""i didn't find shit"" do vou liberals not understand?"
14297.png,a col of the president and his wife,14297.png,president trump   has suggested random drug (ests be pverformed on members of congress
14306.png,a man with a beard and a white shirt,14306.png,was going @0 make a joke aboudus Dul thenigoldistracted
14327.png,a man holding a bow and aiming it,14327.png,"hhunting it's not a hobbv, its a Way of Iifez"
14329.png,a man in a graduation gown and a man in a green cap and gown,14329.png,pblack[paStOrS are the new [ouse eegroes the gatekeepers mental slaverv
14360.png,a woman with her hair in the air,14360.png,wlhem ISTS are [ushing @0 geu rild 0f [det [ecra[iduv [protectiom fizon the [Jaw ohh fuck pput [t pback d]
14362.png,a man in a suit and tie is giving a speech,14362.png,rev al sharpton that kidwas 177 Oblack and unarmed
14372.png,a man with a surprised look on his face,14372.png,"justamotber vear amd] amodber Wmhlle on thhe ole"" nulsack happy birthday"
14375.png,a woman with a hat on her head,14375.png,wait a sec are Q Urying t0 gas me again
14378.png,a man helping a little girl in a wheelchair,14378.png,{amilyare gadbered im Chhe kitchen the mum is Watching her som interact with his sister
14379.png,a girl sitting in a chair with a smile on her face,14379.png,Iizzie velasqquez was born witha rare disease  and is nOwa inotiuatiomal speaker _
14386.png,a black cat sitting in the grass,14386.png,Oh erto preeze [velcome to shitty wok can take vour ordef preezel
14389.png,two women in business attire talking to each other women,14389.png,"democrats we're new, bold, and we hate vou! alexandria ocasio-cortez rashida tlais ilhan omar ayanna pressley we hate whites,jews, christians; conservatives; republicans"
14397.png,a woman with a goat on her head,14397.png,[ol she tinks she's agoa
14507.png,a man and woman sitting on a couch with their hands over their mouths,14507.png,when ouc histor teacher slarts talling aboutthe hholocausu]
14520.png,a man with a microphone and a quote on it,14520.png,"in space, reverse cOWgirl and doggy style are the same poSition"
14523.png,a boy and girl swimming in a pool,14523.png,every modern rap) albbum cover
14530.png,a group of soldiers are in a crowd,14530.png,its a proven fact  marines islamic radicals are less prone to violent acts after they've been shot in the head
14569.png,a little girl with a pink lonta,14569.png,need someone t0 [ook atme Ube way he lookiing au that candl
14570.png,a gorilla standing on its hinds in the grass,14570.png,hhow see Kum bburell everytimne she grabs a micl
14573.png,a plane flying over a large explosion,14573.png,japanese fashion trends
14580.png,a woman in a purple turbal smiles at the camera,14580.png,i married my brother t0 commit immigration fraud tds makes [her al iIlegall alltlemz [melligilble for congress and deportalblel @ce where are Vou?
14583.png,a woman standing on a sidewalk with her hands on her hips,14583.png,mam: id like t0 trade her in for newer @ne
14589.png,a man holding a baby orang in his hand,14589.png,thev don't deserve to suffer
14590.png,a man holding a cat in his hands,14590.png,fifty shades of goat an isis [Jove story
14598.png,a sea otter with its mouth out in the water,14598.png,[awd; pplease give me stremgjuh t0 walk awav pveacefully because We bbothh kmow don t have the bail momey
14602.png,a col of photos of a person using a mouse,14602.png,bbest Ipolishremovers
14603.png,a couple sitting in the back of a truck,14603.png,ratchet strap)
14620.png,a young girl with a white shirt and black hair,14620.png,Ube [ook vou] gie vocr fiemd phem voq how bes [yfim
14625.png,a bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald,14625.png,ernie educates bert about why the japanese dleservee a Uhird nuclear bombing: N IAN
14632.png,a man sitting in a pool with a monkey,14632.png,after 3 million years of evolution we have Only lost dhe hair!
14650.png,a man and woman sitting on a bench,14650.png,@lben someone asks to bbe mV friemd
14652.png,a dishwasher with a dish in it,14652.png,"when vour dishwasher asks vou to take out the trash FLEX TRAY Bollke ZONE BOOSTER"" Taetat-14np0L Tuunt ithink it has a mind of itS Own"
14657.png,a man with a beard and a white shirt,14657.png,islam is the religion of peace [veace Over [ere [eace Over dhere
14658.png,a man with a black coat and a white shirt,14658.png,native american women
14675.png,a girl in a hina is writing in a classroom,14675.png,te medlia calls Ubem) refugees hulthis is what you Will get
14679.png,a man holding a book and smiling,14679.png,"wlem the [bite HidpotFve Deeqmice [0  passes yoqa book under (he talle amd lbe Wote ""youFre cooLL [un @ul o_ the schbool  whem @giue the sigmal"""
14685.png,a man and woman sitting on a bench,14685.png,"white people throwing rice at weddings ""why are thev wasting the food"""
14690.png,a man kneeling down to a young boy,14690.png,showing the kids Vou cam do it too
